0,43428,0061945e-904d-4246-a4d8-6771aaaaf91f,865,0,0,0,17,6,0,0.444801027,0,0,0,0,0,0,1,0,4.2,1071,0.070427972,0.001487396,0.020887066,0,0,0,0,11.71337664,1
0,83396,0061945e-904d-4246-a4d8-6771aaaaf91f,970,0,0,0,17,5,0,0.529126214,0,0,0,0,0,0,1,0,4.6,614,0.053050719,0.001312762,0.023010603,0,0,0,0,2.042135175,1
0,10712,0061945e-904d-4246-a4d8-6771aaaaf91f,1652,0,0,0,10,4,0,0.479028698,0,0,0,0,0,0,1,0,4,306,0.036633469,0.001341085,0.035827883,0.05304893,0,0,0,5.455452208,1
0,1448,0061945e-904d-4246-a4d8-6771aaaaf91f,1666,0,0,0,10,10,0,0.456621005,0,0,0,0,0,0,1,0,3.6,156,0.035539754,0.001266631,0.034887555,0.05304893,0,0,0,1.982651004,1
0,75588,0061945e-904d-4246-a4d8-6771aaaaf91f,1183,0,0,0,12,8,0,0.529622266,0,0,0,0,0,0,1,0,4.4,407,0.033527368,0.000723664,0.023626429,0,0,0,0,5.06213789,1
0,85633,0061945e-904d-4246-a4d8-6771aaaaf91f,1459,0,0,0,12,9,0,0.540761725,0,0,0,0,0,0,1,0,4.6,228,0.045949358,0.000202756,0.004495473,0,0,0,0,6.412645157,1
2,38414,0061945e-904d-4246-a4d8-6771aaaaf91f,863,0,1,1,10,3,0,0.574037512,0,0,0,0,0,0,1,0,4.3,416,0.094886272,0.007375612,0.075248077,0.15914679,0.15914679,0.15914679,0,3.238457284,311.8810549
0,77679,0061945e-904d-4246-a4d8-6771aaaaf91f,1827,0,0,0,17,1,0,0.523846755,0,0,0,0,0,0,1,0,4.3,1498,0.065311632,0.002917662,0.04336166,0,0,0,0,6.251148249,1
1,15698,0061945e-904d-4246-a4d8-6771aaaaf91f,1373,0,0,1,10,2,0,0.574263566,0,0,0,0,0,0,1,0,3.7,221,0.047303373,0.001546359,0.023352337,0.05304893,0,0,0,5.990406889,12.26220454
0,92786,0061945e-904d-4246-a4d8-6771aaaaf91f,1640,0,0,0,17,7,0,0.473515249,0,0,0,0,0,0,1,0,4.5,388,0.035555522,0.000585403,0.014898826,0,0,0,0,3.038579577,1
