2,43635,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,998,0,1,1,10,1,1057.59,0.562855891,0,1.666666667,0,0,0.7585,0,0,1,3.7,278,0.140503176,0.006919426,0.031829358,0.030586055,0.003616972,0.026524465,1,0.7811,311.8810549
0,60902,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,740,0,0,0,12,3,1057.59,0.56851312,0,0,0,0,0.072166667,0,0,1,4.4,1729,0.052192662,0.014018508,0.126166571,0,0,0,1,2.4406,1
1,73928,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,1343,0,0,1,10,5,1057.59,0.574326466,0,0,0,0,0,0,0,1,3.9,268,0.018267929,0,0,0.030586055,0.003616972,0.026524465,1,4.2915,12.26220454
0,56328,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,1196,0,0,0,12,4,1057.59,0.456363636,0,0,0,0,0.010833333,0,0,1,4.6,1020,0.016911836,0,0,0,0,0,1,3.1936,1
0,85970,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,1160,0,0,0,17,2,1057.59,0.568452381,0,0,0,0,0,0,0,1,4.6,629,0.075564563,0.028511668,0.264065409,0,0,0,1,3.345,1
0,56327,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,1424,0,0,0,12,6,1057.59,0.467663551,0,0,0,0,0.0255,0,0,1,4.5,1130,0.056258374,0,0,0,0,0,1,3.1967,1
0,51800,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,1097,0,0,0,12,7,1057.59,0.562948207,0,0,0,0,0.035,0,0,1,4.4,1597,0,0,0,0,0,0,1,3.516,1
0,41950,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,1506,0,0,0,17,10,1057.59,0.51008458,0,0,0,0,0.014333333,0,0,0,4.5,1798,0.001614693,0,0,0,0,0,1,6.6725,1
0,62795,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,730,0,0,0,10,8,1057.59,0.574344023,0,0,0,0,0.015166667,0,0,1,4.5,99,0,0,0,0.030586055,0.003616972,0.026524465,1,3.9194,1
0,87212,ff4dc29a-3c8d-49a6-908b-8fc4c80f605a,664,0,0,0,10,9,1057.59,0.531734838,0,0,0,0,0,0,0,0,3.8,166,0.005732499,0,0,0.030586055,0.003616972,0.026524465,1,5.691,1
